bundle_id,chart_id,ayanamsha_id,build_id,dosha_class,active_flag,intensity_score,cancellation_count,prescription_ids_in_bundle_array,bundle_summary_jsonb,classical_sources_jsonb,active_dasha_windows_jsonb,verification_pass_status,citation_ref,citation_human,computed_at
719e754a-b099-4b81-9094-969d7b606ee6,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,Manglik Dosha,t,1,0,"{09682402-fd17-4228-8832-5d20b2828abc,d06f243a-09bc-4316-9a65-65d5bf6a1eb8,d50adf31-6d3e-4267-89b2-681b500e2db2}","{""target_grahas"": [""Mars""], ""prescription_count"": 3}","{""source_ids"": [""BPHS""]}",,single,bo_upaya:dosha_bundle_v1:Manglik Dosha,Dosha remedy bundle for Manglik Dosha — 3 prescriptions,2026-08-21 02:31:40.29037+00
2d6c03a0-01b7-4f51-bf1d-37c3bfe6c0d6,482012f1-710e-4a25-994a-93821f5871aa,lahiri_chitrapaksha,5b1ec47a-84ca-4b08-9251-996c06835b86,Manglik Dosha,t,1,0,"{31b3e530-19b1-49e8-8181-0a35fcf25ba8,75a1ff28-5b47-40a2-b43e-2bb7ec40d5e0,45c9bd39-bb7c-4932-b04b-57a8ee23ac71}","{""target_grahas"": [""Mars""], ""prescription_count"": 3}","{""source_ids"": [""BPHS""]}",,single,bo_upaya:dosha_bundle_v1:Manglik Dosha,Dosha remedy bundle for Manglik Dosha — 3 prescriptions,2026-08-21 02:31:40.29037+00
98683a74-5efb-4188-a155-5d93c720ad36,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,Manglik Dosha,t,1,0,"{90a4b404-5f8c-4e9a-b9c5-320a18672cad,068b1fc9-782a-4181-9107-276b1ee80e97,3f17439b-c848-47ad-958c-303cfd81f315}","{""target_grahas"": [""Mars""], ""prescription_count"": 3}","{""source_ids"": [""BPHS""]}",,single,bo_upaya:dosha_bundle_v1:Manglik Dosha,Dosha remedy bundle for Manglik Dosha — 3 prescriptions,2026-08-21 02:31:40.29037+00
8f66b6e0-df58-4038-bbc2-e57565984adb,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,Manglik Dosha,t,1,0,"{209d0bf1-b367-4368-8697-ce605222d0bd,6c37e0ea-a0d6-4532-963f-04d9f49ff1a8,0d7881e7-8cf1-4738-99f6-5526363d2b1a}","{""target_grahas"": [""Mars""], ""prescription_count"": 3}","{""source_ids"": [""BPHS""]}",,single,bo_upaya:dosha_bundle_v1:Manglik Dosha,Dosha remedy bundle for Manglik Dosha — 3 prescriptions,2026-08-21 02:31:40.29037+00
d17ca048-88bb-4632-9a7b-b4284abe6d23,482012f1-710e-4a25-994a-93821f5871aa,true_chitra,5b1ec47a-84ca-4b08-9251-996c06835b86,Manglik Dosha,t,1,0,"{84a2de5a-e6cd-4188-8159-3a2a12475b4c,b5af262a-07a0-460f-958a-0018bc57e6c0,942237c1-a698-42df-ac1a-f0ed111acfb9}","{""target_grahas"": [""Mars""], ""prescription_count"": 3}","{""source_ids"": [""BPHS""]}",,single,bo_upaya:dosha_bundle_v1:Manglik Dosha,Dosha remedy bundle for Manglik Dosha — 3 prescriptions,2026-08-21 02:31:40.29037+00
